#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003396215.1	PRJNA476470	SAMN09566549	QTCQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32867_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339621v1	Emory Rollins School of Public Health	GCF_003396215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/215/GCA_003396215.1_ASM339621v1		
GCA_003396245.1	PRJNA476470	SAMN09566546	QTCN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32864_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339624v1	Emory Rollins School of Public Health	GCF_003396245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/245/GCA_003396245.1_ASM339624v1		
GCA_003396255.1	PRJNA476470	SAMN09566547	QTCO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32865_S17		latest	Contig	Major	Full	2018/08/16	ASM339625v1	Emory Rollins School of Public Health	GCF_003396255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/255/GCA_003396255.1_ASM339625v1		
GCA_003396285.1	PRJNA476470	SAMN09566542	QTCJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32860_S12		latest	Contig	Major	Full	2018/08/16	ASM339628v1	Emory Rollins School of Public Health	GCF_003396285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/285/GCA_003396285.1_ASM339628v1		
GCA_003396295.1	PRJNA476470	SAMN09566544	QTCL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32862_S14		latest	Scaffold	Major	Full	2018/08/16	ASM339629v1	Emory Rollins School of Public Health	GCF_003396295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/295/GCA_003396295.1_ASM339629v1		
GCA_003396305.1	PRJNA476470	SAMN09566540	QTCH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32858_S10		latest	Scaffold	Major	Full	2018/08/16	ASM339630v1	Emory Rollins School of Public Health	GCF_003396305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/305/GCA_003396305.1_ASM339630v1		
GCA_003396345.1	PRJNA476470	SAMN09566541	QTCI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32859_S11		latest	Scaffold	Major	Full	2018/08/16	ASM339634v1	Emory Rollins School of Public Health	GCF_003396345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/345/GCA_003396345.1_ASM339634v1		
GCA_003396355.1	PRJNA476470	SAMN09566536	QTCD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32853_S5		latest	Contig	Major	Full	2018/08/16	ASM339635v1	Emory Rollins School of Public Health	GCF_003396355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/355/GCA_003396355.1_ASM339635v1		
GCA_003396385.1	PRJNA476470	SAMN09566531	QTBY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32848_S1		latest	Contig	Major	Full	2018/08/16	ASM339638v1	Emory Rollins School of Public Health	GCF_003396385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/385/GCA_003396385.1_ASM339638v1		
GCA_003396395.1	PRJNA476470	SAMN09566533	QTCA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32850_S2		latest	Contig	Major	Full	2018/08/16	ASM339639v1	Emory Rollins School of Public Health	GCF_003396395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/395/GCA_003396395.1_ASM339639v1		
GCA_003396405.1	PRJNA476470	SAMN09566529	QTBW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32846_S30		latest	Scaffold	Major	Full	2018/08/16	ASM339640v1	Emory Rollins School of Public Health	GCF_003396405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/405/GCA_003396405.1_ASM339640v1		
GCA_003396445.1	PRJNA476470	SAMN09566528	QTBV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32845_S29		latest	Scaffold	Major	Full	2018/08/16	ASM339644v1	Emory Rollins School of Public Health	GCF_003396445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/445/GCA_003396445.1_ASM339644v1		
GCA_003396465.1	PRJNA476470	SAMN09566522	QTBP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32835_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339646v1	Emory Rollins School of Public Health	GCF_003396465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/465/GCA_003396465.1_ASM339646v1		
GCA_003396475.1	PRJNA476470	SAMN09566523	QTBQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32837_S21		latest	Scaffold	Major	Full	2018/08/16	ASM339647v1	Emory Rollins School of Public Health	GCF_003396475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/475/GCA_003396475.1_ASM339647v1		
GCA_003396485.1	PRJNA476470	SAMN09566527	QTBU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32844_S28		latest	Scaffold	Major	Full	2018/08/16	ASM339648v1	Emory Rollins School of Public Health	GCF_003396485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/485/GCA_003396485.1_ASM339648v1		
GCA_003396495.1	PRJNA476470	SAMN09566521	QTBO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32834_S18		latest	Scaffold	Major	Full	2018/08/16	ASM339649v1	Emory Rollins School of Public Health	GCF_003396495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/495/GCA_003396495.1_ASM339649v1		
GCA_003396545.1	PRJNA476470	SAMN09566520	QTBN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32833_S17		latest	Scaffold	Major	Full	2018/08/16	ASM339654v1	Emory Rollins School of Public Health	GCF_003396545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/545/GCA_003396545.1_ASM339654v1		
GCA_003396555.1	PRJNA476470	SAMN09566518	QTBL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32830_S14		latest	Scaffold	Major	Full	2018/08/16	ASM339655v1	Emory Rollins School of Public Health	GCF_003396555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/555/GCA_003396555.1_ASM339655v1		
GCA_003396585.1	PRJNA476470	SAMN09566510	QTBD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32301_S10		latest	Scaffold	Major	Full	2018/08/16	ASM339658v1	Emory Rollins School of Public Health	GCF_003396585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/585/GCA_003396585.1_ASM339658v1		
GCA_003396595.1	PRJNA476470	SAMN09566519	QTBM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32832_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339659v1	Emory Rollins School of Public Health	GCF_003396595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/595/GCA_003396595.1_ASM339659v1		
GCA_003396625.1	PRJNA476470	SAMN09566507	QTBA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32296_S4		latest	Contig	Major	Full	2018/08/16	ASM339662v1	Emory Rollins School of Public Health	GCF_003396625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/625/GCA_003396625.1_ASM339662v1		
GCA_003396635.1	PRJNA476470	SAMN09566508	QTBB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32298_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339663v1	Emory Rollins School of Public Health	GCF_003396635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/635/GCA_003396635.1_ASM339663v1		
GCA_003396645.1	PRJNA476470	SAMN09566503	QTAW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32291_S7		latest	Scaffold	Major	Full	2018/08/16	ASM339664v1	Emory Rollins School of Public Health	GCF_003396645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/645/GCA_003396645.1_ASM339664v1		
GCA_003396675.1	PRJNA476470	SAMN09566506	QTAZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32295_S31		latest	Scaffold	Major	Full	2018/08/16	ASM339667v1	Emory Rollins School of Public Health	GCF_003396675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/675/GCA_003396675.1_ASM339667v1		
GCA_003396705.1	PRJNA476470	SAMN09566501	QTAU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32289_S6		latest	Scaffold	Major	Full	2018/08/16	ASM339670v1	Emory Rollins School of Public Health	GCF_003396705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/705/GCA_003396705.1_ASM339670v1		
GCA_003396715.1	PRJNA476470	SAMN09566526	QTBT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32843_S27		latest	Scaffold	Major	Full	2018/08/16	ASM339671v1	Emory Rollins School of Public Health	GCF_003396715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/715/GCA_003396715.1_ASM339671v1		
GCA_003396745.1	PRJNA476470	SAMN09566502	QTAV00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32290_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339674v1	Emory Rollins School of Public Health	GCF_003396745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/745/GCA_003396745.1_ASM339674v1		
GCA_003396755.1	PRJNA476470	SAMN09566530	QTBX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32847_S31		latest	Scaffold	Major	Full	2018/08/16	ASM339675v1	Emory Rollins School of Public Health	GCF_003396755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/755/GCA_003396755.1_ASM339675v1		
GCA_003396765.1	PRJNA476470	SAMN09566524	QTBR00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32840_S24		latest	Scaffold	Major	Full	2018/08/16	ASM339676v1	Emory Rollins School of Public Health	GCF_003396765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/765/GCA_003396765.1_ASM339676v1		
GCA_003396785.1	PRJNA476470	SAMN09566525	QTBS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32841_S25		latest	Scaffold	Major	Full	2018/08/16	ASM339678v1	Emory Rollins School of Public Health	GCF_003396785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/785/GCA_003396785.1_ASM339678v1		
GCA_003396825.1	PRJNA476470	SAMN09566516	QTBJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32828_S12		latest	Contig	Major	Full	2018/08/16	ASM339682v1	Emory Rollins School of Public Health	GCF_003396825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/825/GCA_003396825.1_ASM339682v1		
GCA_003396845.1	PRJNA476470	SAMN09566515	QTBI00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32827_S11		latest	Scaffold	Major	Full	2018/08/16	ASM339684v1	Emory Rollins School of Public Health	GCF_003396845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/845/GCA_003396845.1_ASM339684v1		
GCA_003396855.1	PRJNA476470	SAMN09566517	QTBK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32829_S13		latest	Scaffold	Major	Full	2018/08/16	ASM339685v1	Emory Rollins School of Public Health	GCF_003396855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/855/GCA_003396855.1_ASM339685v1		
GCA_003396875.1	PRJNA476470	SAMN09566514	QTBH00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32305_S32		latest	Scaffold	Major	Full	2018/08/16	ASM339687v1	Emory Rollins School of Public Health	GCF_003396875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/875/GCA_003396875.1_ASM339687v1		
GCA_003396905.1	PRJNA476470	SAMN09566513	QTBG00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32304_S28		latest	Contig	Major	Full	2018/08/16	ASM339690v1	Emory Rollins School of Public Health	GCF_003396905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/905/GCA_003396905.1_ASM339690v1		
GCA_003396915.1	PRJNA476470	SAMN09566512	QTBF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32303_S24		latest	Scaffold	Major	Full	2018/08/16	ASM339691v1	Emory Rollins School of Public Health	GCF_003396915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/915/GCA_003396915.1_ASM339691v1		
GCA_003396925.1	PRJNA476470	SAMN09566511	QTBE00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32302_S20		latest	Scaffold	Major	Full	2018/08/16	ASM339692v1	Emory Rollins School of Public Health	GCF_003396925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/925/GCA_003396925.1_ASM339692v1		
GCA_003396935.1	PRJNA476470	SAMN09566509	QTBC00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32299_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339693v1	Emory Rollins School of Public Health	GCF_003396935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/935/GCA_003396935.1_ASM339693v1		
GCA_003396985.1	PRJNA476470	SAMN09566504	QTAX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32292_S8		latest	Scaffold	Major	Full	2018/08/16	ASM339698v1	Emory Rollins School of Public Health	GCF_003396985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/985/GCA_003396985.1_ASM339698v1		
GCA_003396995.1	PRJNA476470	SAMN09566505	QTAY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32294_S27		latest	Contig	Major	Full	2018/08/16	ASM339699v1	Emory Rollins School of Public Health	GCF_003396995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/396/995/GCA_003396995.1_ASM339699v1		
GCA_003397005.1	PRJNA476470	SAMN09566551	QTCS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=32869_S21		latest	Scaffold	Major	Full	2018/08/16	ASM339700v1	Emory Rollins School of Public Health	GCF_003397005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/005/GCA_003397005.1_ASM339700v1		
GCA_003397725.1	PRJNA476470	SAMN09566731	QTJO00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T83_S18		latest	Scaffold	Major	Full	2018/08/16	ASM339772v1	Emory Rollins School of Public Health	GCF_003397725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/725/GCA_003397725.1_ASM339772v1		
GCA_003397785.1	PRJNA476470	SAMN09566729	QTJM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T81_S16		latest	Scaffold	Major	Full	2018/08/16	ASM339778v1	Emory Rollins School of Public Health	GCF_003397785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/785/GCA_003397785.1_ASM339778v1		
GCA_003397795.1	PRJNA476470	SAMN09566728	QTJL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T80_S15		latest	Scaffold	Major	Full	2018/08/16	ASM339779v1	Emory Rollins School of Public Health	GCF_003397795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/795/GCA_003397795.1_ASM339779v1		
GCA_003397815.1	PRJNA476470	SAMN09566730	QTJN00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T82_S17		latest	Contig	Major	Full	2018/08/16	ASM339781v1	Emory Rollins School of Public Health	GCF_003397815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/815/GCA_003397815.1_ASM339781v1		
GCA_003397835.1	PRJNA476470	SAMN09566726	QTJK00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T77_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339783v1	Emory Rollins School of Public Health	GCF_003397835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/835/GCA_003397835.1_ASM339783v1		
GCA_003397855.1	PRJNA476470	SAMN09566716	QTJA00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T67_S2		latest	Scaffold	Major	Full	2018/08/16	ASM339785v1	Emory Rollins School of Public Health	GCF_003397855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/855/GCA_003397855.1_ASM339785v1		
GCA_003397885.1	PRJNA476470	SAMN09566719	QTJD00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T70_S5		latest	Contig	Major	Full	2018/08/16	ASM339788v1	Emory Rollins School of Public Health	GCF_003397885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/885/GCA_003397885.1_ASM339788v1		
GCA_003397895.1	PRJNA476470	SAMN09566713	QTIX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T64_S31		latest	Scaffold	Major	Full	2018/08/16	ASM339789v1	Emory Rollins School of Public Health	GCF_003397895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/895/GCA_003397895.1_ASM339789v1		
GCA_003397905.1	PRJNA476470	SAMN09566715	QTIZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T66_S1		latest	Contig	Major	Full	2018/08/16	ASM339790v1	Emory Rollins School of Public Health	GCF_003397905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/905/GCA_003397905.1_ASM339790v1		
GCA_003397925.1	PRJNA476470	SAMN09566712	QTIW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T63_S30		latest	Contig	Major	Full	2018/08/16	ASM339792v1	Emory Rollins School of Public Health	GCF_003397925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/925/GCA_003397925.1_ASM339792v1		
GCA_003397955.1	PRJNA476470	SAMN09566710	QTIU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T61_S28		latest	Contig	Major	Full	2018/08/16	ASM339795v1	Emory Rollins School of Public Health	GCF_003397955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/955/GCA_003397955.1_ASM339795v1		
GCA_003397985.1	PRJNA476470	SAMN09566705	QTIP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T56_S23		latest	Scaffold	Major	Full	2018/08/16	ASM339798v1	Emory Rollins School of Public Health	GCF_003397985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/985/GCA_003397985.1_ASM339798v1		
GCA_003397995.1	PRJNA476470	SAMN09566701	QTIL00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T52_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339799v1	Emory Rollins School of Public Health	GCF_003397995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/397/995/GCA_003397995.1_ASM339799v1		
GCA_003398025.1	PRJNA476470	SAMN09566699	QTIJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T49_S16		latest	Contig	Major	Full	2018/08/16	ASM339802v1	Emory Rollins School of Public Health	GCF_003398025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/025/GCA_003398025.1_ASM339802v1		
GCA_003398035.1	PRJNA476470	SAMN09566695	QTIF00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T45_S12		latest	Scaffold	Major	Full	2018/08/16	ASM339803v1	Emory Rollins School of Public Health	GCF_003398035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/035/GCA_003398035.1_ASM339803v1		
GCA_003398045.1	PRJNA476470	SAMN09566689	QTHZ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T39_S6		latest	Contig	Major	Full	2018/08/16	ASM339804v1	Emory Rollins School of Public Health	GCF_003398045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/045/GCA_003398045.1_ASM339804v1		
GCA_003398055.1	PRJNA476470	SAMN09566687	QTHX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T35_S2		latest	Scaffold	Major	Full	2018/08/16	ASM339805v1	Emory Rollins School of Public Health	GCF_003398055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/055/GCA_003398055.1_ASM339805v1		
GCA_003398105.1	PRJNA476470	SAMN09566686	QTHW00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T34_S1		latest	Scaffold	Major	Full	2018/08/16	ASM339810v1	Emory Rollins School of Public Health	GCF_003398105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/105/GCA_003398105.1_ASM339810v1		
GCA_003398115.1	PRJNA476470	SAMN09566683	QTHT00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T31_S30		latest	Scaffold	Major	Full	2018/08/16	ASM339811v1	Emory Rollins School of Public Health	GCF_003398115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/115/GCA_003398115.1_ASM339811v1		
GCA_003398135.1	PRJNA476470	SAMN09566680	QTHQ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T28_S27		latest	Scaffold	Major	Full	2018/08/16	ASM339813v1	Emory Rollins School of Public Health	GCF_003398135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/135/GCA_003398135.1_ASM339813v1		
GCA_003398155.1	PRJNA476470	SAMN09566676	QTHM00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T24_S23		latest	Scaffold	Major	Full	2018/08/16	ASM339815v1	Emory Rollins School of Public Health	GCF_003398155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/155/GCA_003398155.1_ASM339815v1		
GCA_003398185.1	PRJNA476470	SAMN09566673	QTHJ00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=T21_S20		latest	Scaffold	Major	Full	2018/08/16	ASM339818v1	Emory Rollins School of Public Health	GCF_003398185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/185/GCA_003398185.1_ASM339818v1		
GCA_003398195.1	PRJNA476470	SAMN09566665	QTHB00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62184_S32		latest	Scaffold	Major	Full	2018/08/16	ASM339819v1	Emory Rollins School of Public Health	GCF_003398195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/195/GCA_003398195.1_ASM339819v1		
GCA_003398205.1	PRJNA476470	SAMN09566662	QTGY00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62158_S25		latest	Scaffold	Major	Full	2018/08/16	ASM339820v1	Emory Rollins School of Public Health	GCF_003398205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/205/GCA_003398205.1_ASM339820v1		
GCA_003398235.1	PRJNA476470	SAMN09566661	QTGX00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62156_S15		latest	Contig	Major	Full	2018/08/16	ASM339823v1	Emory Rollins School of Public Health	GCF_003398235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/235/GCA_003398235.1_ASM339823v1		
GCA_003398255.1	PRJNA476470	SAMN09566658	QTGU00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62152_S23		latest	Scaffold	Major	Full	2018/08/16	ASM339825v1	Emory Rollins School of Public Health	GCF_003398255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/255/GCA_003398255.1_ASM339825v1		
GCA_003398275.1	PRJNA476470	SAMN09566656	QTGS00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62147_S21		latest	Scaffold	Major	Full	2018/08/16	ASM339827v1	Emory Rollins School of Public Health	GCF_003398275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/275/GCA_003398275.1_ASM339827v1		
GCA_003398285.1	PRJNA476470	SAMN09566653	QTGP00000000.1	na	1773	1773	Mycobacterium tuberculosis	strain=62140_S19		latest	Scaffold	Major	Full	2018/08/16	ASM339828v1	Emory Rollins School of Public Health	GCF_003398285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/398/285/GCA_003398285.1_ASM339828v1		
